"행정구역","2020년07월_남_총인구수","2020년07월_남_연령구간인구수","2020년07월_남_0~9세","2020년07월_남_10~19세","2020년07월_남_20~29세","2020년07월_남_30~39세","2020년07월_남_40~49세","2020년07월_남_50~59세","2020년07월_남_60~69세","2020년07월_남_70~79세","2020년07월_남_80~89세","2020년07월_남_90~99세","2020년07월_남_100세 이상","2020년07월_여_총인구수","2020년07월_여_연령구간인구수","2020년07월_여_0~9세","2020년07월_여_10~19세","2020년07월_여_20~29세","2020년07월_여_30~39세","2020년07월_여_40~49세","2020년07월_여_50~59세","2020년07월_여_60~69세","2020년07월_여_70~79세","2020년07월_여_80~89세","2020년07월_여_90~99세","2020년07월_여_100세 이상"
"부산광역시 남구 우암동(2629064500)","6,745","6,745","383","486","777","731","1,022","1,124","1,221","778","206","15","2","6,873","6,873","297","461","604","627","903","1,137","1,469","894","387","86","8"
"부산광역시 남구 문현제1동(2629068000)","7,092","7,092","445","662","922","749","1,148","1,273","1,064","629","190","8","2","7,433","7,433","416","629","827","704","1,129","1,312","1,189","830","344","49","4"
"부산광역시 남구 문현제2동(2629069000)","4,509","4,509","195","234","607","750","676","738","696","439","159","12","3","4,503","4,503","178","186","678","620","535","659","700","591","310","38","8"
"부산광역시 남구 문현제3동(2629070000)","7,116","7,116","496","618","957","1,001","1,075","1,231","963","576","187","12","0","7,561","7,561","507","599","856","873","1,151","1,295","1,202","727","311","38","2"
"부산광역시 남구 문현제4동(2629071000)","4,494","4,494","190","325","579","509","708","769","756","472","175","9","2","4,683","4,683","212","260","474","404","608","825","921","657","278","40","4"
"부산광역시 북구 (2632000000)","142,426","142,426","10,157","12,538","20,704","18,012","20,418","26,357","21,761","9,619","2,645","194","21","145,310","145,310","9,578","11,545","17,831","16,730","20,883","28,722","22,402","11,445","5,284","811","79"
"부산광역시 북구 구포제1동(2632051000)","7,538","7,538","362","344","1,122","1,146","991","1,491","1,322","593","155","11","1","7,320","7,320","391","380","991","882","793","1,529","1,316","676","314","44","4"
"부산광역시 북구 구포제2동(2632052000)","13,689","13,689","821","982","2,053","1,870","1,865","2,712","2,173","949","253","9","2","12,914","12,914","707","847","1,737","1,545","1,686","2,698","2,146","1,045","427","62","14"
"부산광역시 북구 구포제3동(2632052100)","10,611","10,611","525","875","1,709","1,157","1,554","2,174","1,705","730","173","9","0","10,024","10,024","466","747","1,334","939","1,438","2,218","1,695","825","305","53","4"
"부산광역시 북구 금곡동(2632053000)","19,158","19,158","1,154","1,705","2,540","2,096","2,652","3,675","3,292","1,456","541","47","0","20,349","20,349","1,119","1,628","2,163","1,879","2,827","4,043","3,145","2,126","1,267","148","4"
"부산광역시 북구 화명제1동(2632054100)","21,319","21,319","2,174","2,392","3,279","2,707","3,121","4,002","2,575","881","178","10","0","21,969","21,969","2,037","2,246","2,842","2,956","3,626","4,501","2,421","870","394","71","5"
"부산광역시 북구 화명제2동(2632054200)","7,642","7,642","528","678","1,256","904","965","1,507","1,148","491","133","20","12","8,008","8,008","488","654","1,060","828","1,072","1,788","1,126","604","308","55","25"
"부산광역시 북구 화명제3동(2632054300)","15,043","15,043","1,410","2,129","2,136","1,523","2,572","2,754","1,470","755","275","19","0","15,696","15,696","1,346","1,920","1,875","1,765","3,068","2,723","1,605","956","375","62","1"
"부산광역시 북구 덕천제1동(2632055000)","6,307","6,307","262","330","877","891","824","1,137","1,183","604","185","14","0","6,472","6,472","252","277","749","720","747","1,214","1,329","737","392","51","4"
"부산광역시 북구 덕천제2동(2632056000)","6,296","6,296","242","367","1,017","897","848","1,167","1,093","513","137","14","1","6,355","6,355","226","326","951","686","749","1,229","1,232","612","290","50","4"
"부산광역시 북구 덕천제3동(2632056100)","5,513","5,513","259","347","796","675","798","981","978","533","136","8","2","5,773","5,773","233","318","685","547","700","1,045","1,153","725","325","38","4"
"부산광역시 북구 만덕제1동(2632057100)","6,314","6,314","471","406","796","1,081","819","1,052","1,063","510","113","2","1","6,543","6,543","484","401","737","971","770","1,239","1,134","553","207","43","4"
"부산광역시 북구 만덕제2동(2632057200)","13,535","13,535","1,246","1,258","1,754","1,780","2,118","2,215","2,051","892","201","18","2","14,004","14,004","1,171","1,177","1,577","1,761","2,141","2,496","2,246","963","396","71","5"
"부산광역시 북구 만덕제3동(2632057300)","9,461","9,461","703","725","1,369","1,285","1,291","1,490","1,708","712","165","13","0","9,883","9,883","658","624","1,130","1,251","1,266","1,999","1,854","753","284","63","1"
"부산광역시 해운대구 (2635000000)","194,573","194,573","15,062","19,975","25,931","23,190","31,610","33,705","26,755","13,487","4,447","368","43","209,305","209,305","13,961","18,751","23,627","24,418","34,942","37,113","29,831","17,115","8,129","1,302","116"
"부산광역시 해운대구 우제1동(2635051000)","11,193","11,193","670","843","1,551","1,522","1,712","1,852","1,686","1,010","319","21","7","12,162","12,162","676","802","1,539","1,540","1,846","2,087","1,950","1,169","450","84","19"
"부산광역시 해운대구 우제2동(2635052000)","14,859","14,859","1,491","1,630","1,848","1,783","2,443","2,596","1,754","948","333","31","2","16,332","16,332","1,383","1,582","1,700","2,120","2,913","2,805","2,046","1,128","538","111","6"
"부산광역시 해운대구 우제3동(2635052500)","13,443","13,443","1,445","1,560","1,548","1,449","2,253","2,231","1,760","867","301","28","1","15,094","15,094","1,353","1,565","1,428","1,960","2,709","2,634","1,945","971","448","80","1"
"부산광역시 해운대구 중제1동(2635053000)","11,892","11,892","940","1,177","1,640","1,441","1,960","2,084","1,528","797","296","26","3","12,838","12,838","843","1,102","1,537","1,525","2,293","2,279","1,696","1,023","459","68","13"
"부산광역시 해운대구 중제2동(2635054000)","7,539","7,539","642","572","925","1,081","1,301","1,250","1,131","481","139","15","2","8,271","8,271","624","555","812","1,161","1,382","1,546","1,260","627","256","42","6"
"부산광역시 해운대구 좌제1동(2635055100)","8,617","8,617","670","1,132","1,331","973","1,451","1,555","853","399","222","30","1","9,774","9,774","641","1,001","1,476","1,181","1,883","1,602","917","636","387","49","1"
"부산광역시 해운대구 좌제2동(2635055200)","15,027","15,027","1,117","1,547","2,431","2,130","2,245","2,609","1,741","802","378","27","0","17,470","17,470","1,072","1,420","2,734","2,409","2,889","3,157","1,909","1,150","642","87","1"
"부산광역시 해운대구 좌제3동(2635055300)","7,851","7,851","597","972","1,085","841","1,155","1,421","1,011","500","240","29","0","8,783","8,783","574","901","918","930","1,457","1,622","1,151","724","446","60","0"
"부산광역시 해운대구 좌제4동(2635055400)","11,302","11,302","960","1,568","1,619","1,120","1,861","2,060","1,274","573","243","24","0","12,404","12,404","840","1,545","1,453","1,292","2,348","2,284","1,316","791","463","72","0"
"부산광역시 해운대구 송정동(2635056000)","4,876","4,876","291","280","675","717","704","787","857","413","143","9","0","5,196","5,196","243","247","559","616","613","991","1,016","559","297","51","4"
"부산광역시 해운대구 반여제1동(2635057000)","17,696","17,696","1,409","2,276","2,344","1,824","3,010","3,175","2,272","1,040","313","30","3","17,931","17,931","1,283","2,050","1,941","1,949","3,408","3,162","2,323","1,152","563","99","1"
"부산광역시 해운대구 반여제2동(2635058000)","6,566","6,566","272","378","851","907","968","1,210","1,135","650","181","12","2","6,943","6,943","267","358","692","717","883","1,300","1,382","907","378","46","13"
"부산광역시 해운대구 반여제3동(2635059000)","4,503","4,503","149","293","549","511","645","883","822","488","149","12","2","4,695","4,695","135","264","480","358","552","920","1,016","637","292","37","4"
"부산광역시 해운대구 반여제4동(2635059500)","8,250","8,250","694","813","1,210","1,058","1,305","1,429","1,167","487","79","7","1","8,475","8,475","651","790","1,006","1,055","1,377","1,633","1,200","507","220","35","1"
"부산광역시 해운대구 반송제1동(2635061000)","7,404","7,404","211","456","948","709","1,079","1,453","1,376","850","294","18","10","7,328","7,328","204","400","747","506","808","1,373","1,445","1,214","523","91","17"
"부산광역시 해운대구 반송제2동(2635062000)","12,002","12,002","525","842","1,418","1,188","1,819","2,170","2,352","1,296","359","27","6","12,681","12,681","489","777","1,133","949","1,504","2,293","2,683","1,834","864","136","19"
"부산광역시 해운대구 재송제1동(2635065000)","18,941","18,941","2,241","2,568","2,167","2,325","3,735","2,721","1,965","966","238","13","2","19,572","19,572","1,990","2,353","2,004","2,670","4,065","2,763","2,220","1,013","409","81","4"
"부산광역시 해운대구 재송제2동(2635066000)","12,612","12,612","738","1,068","1,791","1,611","1,964","2,219","2,071","920","220","9","1","13,356","13,356","693","1,039","1,468","1,480","2,012","2,662","2,356","1,073","494","73","6"
"부산광역시 사하구 (2638000000)","157,896","157,896","10,770","13,639","21,911","20,380","24,067","27,354","24,290","11,931","3,257","261","36","158,809","158,809","10,265","12,526","18,830","18,216","22,960","28,628","25,905","14,103","6,203","1,044","129"
"부산광역시 사하구 괴정제1동(2638051000)","9,853","9,853","615","857","1,230","1,255","1,394","1,613","1,611","942","301","28","7","10,540","10,540","555","754","1,159","1,149","1,421","1,911","1,824","1,098","546","102","21"
"부산광역시 사하구 괴정제2동(2638052000)","7,164","7,164","495","574","869","824","1,157","1,183","1,157","722","168","15","0","7,397","7,397","460","566","750","788","1,054","1,219","1,383","791","324","53","9"
"부산광역시 사하구 괴정제3동(2638053000)","6,350","6,350","315","401","789","894","899","1,062","1,144","639","181","20","6","6,846","6,846","286","383","745","730","793","1,214","1,424","834","378","51","8"
"부산광역시 사하구 괴정제4동(2638054000)","5,590","5,590","299","402","796","641","776","955","963","592","152","13","1","5,933","5,933","266","405","664","545","840","1,058","1,178","649","280","42","6"
"부산광역시 사하구 당리동(2638055000)","13,659","13,659","910","1,278","1,913","1,677","1,968","2,284","2,190","1,115","303","18","3","14,146","14,146","846","1,155","1,692","1,566","2,042","2,689","2,405","1,160","516","68","7"
"부산광역시 사하구 하단제1동(2638056100)","11,100","11,100","664","906","1,983","1,633","1,526","1,820","1,590","746","222","7","3","11,072","11,072","637","857","1,719","1,384","1,553","1,941","1,679","864","368","63","7"
"부산광역시 사하구 하단제2동(2638056200)","12,882","12,882","791","1,055","2,793","1,791","1,815","2,016","1,599","790","219","12","1","12,931","12,931","735","1,118","2,203","1,570","1,780","2,249","1,865","972","380","56","3"
"부산광역시 사하구 신평제1동(2638057100)","9,209","9,209","593","626","1,107","1,293","1,448","1,690","1,538","704","184","21","5","8,724","8,724","567","578","916","1,017","1,200","1,615","1,486","904","360","64","17"
"부산광역시 사하구 신평제2동(2638057200)","8,179","8,179","615","735","1,156","1,221","1,255","1,423","1,172","464","125","13","0","8,142","8,142","571","636","1,140","1,078","1,201","1,553","1,205","496","216","44","2"
"부산광역시 사하구 장림제1동(2638058000)","5,995","5,995","526","536","610","872","1,148","1,011","805","388","94","4","1","5,551","5,551","523","459","500","765","932","826","832","504","188","21","1"
"부산광역시 사하구 장림제2동(2638059000)","14,360","14,360","1,116","1,305","1,949","2,051","2,356","2,413","2,083","887","188","11","1","13,876","13,876","992","1,201","1,680","1,813","2,146","2,505","2,127","995","352","62","3"
"부산광역시 사하구 다대제1동(2638060100)","20,274","20,274","1,648","2,222","2,525","2,320","3,346","3,645","2,888","1,274","363","42","1","20,143","20,143","1,662","1,896","2,080","2,288","3,410","3,561","2,778","1,579","758","121","10"
"부산광역시 사하구 다대제2동(2638060200)","14,069","14,069","914","1,343","1,928","1,470","2,054","2,722","2,332","981","295","29","1","14,526","14,526","913","1,264","1,550","1,403","2,182","2,847","2,332","1,253","648","128","6"
"부산광역시 사하구 구평동(2638061000)","6,000","6,000","701","469","683","1,093","974","919","757","330","68","6","0","5,774","5,774","647","387","650","1,028","839","921","786","335","138","37","6"
"부산광역시 사하구 감천제1동(2638062000)","9,787","9,787","498","783","1,231","1,042","1,452","1,845","1,773","909","237","15","2","9,980","9,980","522","726","1,132","898","1,249","1,968","1,923","1,037","439","74","12"
"부산광역시 사하구 감천제2동(2638063000)","3,425","3,425","70","147","349","303","499","753","688","448","157","7","4","3,228","3,228","83","141","250","194","318","551","678","632","312","58","11"
"부산광역시 금정구 (2641000000)","114,941","114,941","6,959","9,337","18,234","13,460","16,292","19,639","17,807","9,829","3,069","275","40","120,214","120,214","6,543","8,893","15,482","12,541","16,435","21,769","20,302","11,760","5,475","858","156"
"부산광역시 금정구 서제1동(2641051000)","3,138","3,138","58","162","337","313","478","642","633","388","121","5","1","3,051","3,051","51","145","254","215","332","581","754","460","219","30","10"
"부산광역시 금정구 서제2동(2641052000)","5,087","5,087","187","266","659","576","694","1,024","1,018","514","135","10","4","5,061","5,061","191","253","533","462","567","1,054","1,124","588","245","34","10"
"부산광역시 금정구 서제3동(2641053000)","5,839","5,839","192","305","711","663","776","1,174","1,169","637","200","12","0","5,793","5,793","183","294","553","499","617","1,215","1,241","824","318","38","11"
